listing_id,weekend_availability_rate,weekday_availability_rate
6665530,0.8598726114649682,0.9230769230769231
6669300,0.5641025641025641,0.5550239234449761
6671804,0.9423076923076923,0.9282296650717703
6682900,0.9681528662420382,0.9951923076923077
6690395,1.0,1.0
6710663,0.9102564102564102,0.8947368421052632
6713705,0.7371794871794872,0.7416267942583732
6721325,1.0,1.0
6726060,1.0,1.0
6755743,0.9299363057324841,0.9567307692307693
6755864,0.9166666666666666,0.8421052631578947
6762407,0.20382165605095542,0.21634615384615385
6807419,0.821656050955414,0.8461538461538461
6830335,1.0,0.9952153110047847
6856474,1.0,0.9952153110047847
6857328,0.9872611464968153,1.0
6872610,1.0,0.9856459330143541
6874894,0.07692307692307693,0.0861244019138756
6888863,0.9935897435897436,0.9952153110047847
6892930,0.5,0.49282296650717705
6925815,1.0,1.0
6943257,0.9936305732484076,1.0
6968151,0.4807692307692308,0.4880382775119617
6969916,0.23076923076923078,0.2679425837320574
6980144,0.9554140127388535,0.9615384615384616
6983979,0.9617834394904459,0.9278846153846154
6987797,0.9936305732484076,1.0
6999888,1.0,0.9952153110047847
7001892,0.6346153846153846,0.631578947368421
7055710,0.0,0.0
7059898,0.5,0.5119617224880383
7068260,0.9615384615384616,0.9808612440191388
7082710,0.0,0.0
7096867,0.7371794871794872,0.7368421052631579
7117269,0.9038461538461539,0.8660287081339713
7121822,1.0,1.0
7131474,0.9038461538461539,0.9138755980861244
7136618,1.0,1.0
7147544,1.0,1.0
7156905,1.0,1.0
7191843,0.4807692307692308,0.44976076555023925
7286199,0.8782051282051282,0.8947368421052632
7300321,0.5,0.507177033492823
7308739,1.0,1.0
7324844,1.0,1.0
7347985,1.0,1.0
7352957,1.0,0.9952153110047847
7370578,0.4968152866242038,0.4855769230769231
7375196,1.0,1.0
7391993,0.8269230769230769,0.8325358851674641
7398954,1.0,1.0
7426122,0.4807692307692308,0.49282296650717705
7427058,0.9936305732484076,1.0
7431528,0.8525641025641025,0.8755980861244019
7471787,1.0,1.0
7486485,1.0,0.9952153110047847
7516417,0.4840764331210191,0.4951923076923077
7531650,0.9363057324840764,0.9519230769230769
7544139,1.0,1.0
7609047,0.9936305732484076,1.0
7624698,0.7307692307692307,0.7416267942583732
7653717,0.5605095541401274,0.5769230769230769
7663592,0.0,0.0
7690195,0.1346153846153846,0.1339712918660287
7694308,1.0,1.0
7746313,0.25,0.24401913875598086
7746512,1.0,1.0
7746917,1.0,1.0
7795901,1.0,1.0
7798700,1.0,1.0
7802509,0.9423076923076923,0.9330143540669856
7823458,0.9936305732484076,1.0
7901465,0.9358974358974359,0.9617224880382775
7902449,0.9423076923076923,0.9473684210526315
7902653,0.9230769230769231,0.9330143540669856
7903184,0.9551282051282052,0.9665071770334929
7961923,0.5256410256410257,0.5358851674641149
7971354,0.4840764331210191,0.4951923076923077
7971739,0.4840764331210191,0.4951923076923077
7992205,0.9936305732484076,1.0
8006206,1.0,0.9904306220095693
8020142,1.0,0.9952153110047847
8058213,0.0,0.0
8059063,0.6474358974358975,0.6650717703349283
8065354,1.0,1.0
8069705,0.8980891719745223,0.9134615384615384
8075794,0.25,0.24401913875598086
8076068,0.8076923076923077,0.8086124401913876
8085727,1.0,1.0
8114490,1.0,0.9808612440191388
8115430,0.9426751592356688,0.9711538461538461
8116994,0.9171974522292994,0.9182692307692307
8117017,0.75,0.7511961722488039
8117170,0.9358974358974359,0.9665071770334929
8117304,0.9681528662420382,0.9855769230769231
8145576,0.7692307692307693,0.7655502392344498
8155948,0.8717948717948718,0.8564593301435407
8179082,0.9936305732484076,1.0
8182816,0.910828025477707,0.9038461538461539
8295795,0.9807692307692307,0.9856459330143541
8301532,0.9551282051282052,0.9760765550239234
8313300,0.9936305732484076,1.0
8353475,1.0,1.0
8366787,0.9299363057324841,0.9278846153846154
8388505,1.0,0.9856459330143541
8416143,0.4935897435897436,0.48325358851674644
8468138,0.6815286624203821,0.6778846153846154
8487113,0.7756410256410257,0.7751196172248804
8492775,1.0,1.0
8494202,0.75,0.7942583732057417
8517896,0.6178343949044586,0.6346153846153846
8608759,1.0,1.0
8630314,1.0,0.9952153110047847
8667636,1.0,1.0
8669104,1.0,1.0
8681074,1.0,0.9952153110047847
8684938,1.0,1.0
8715436,0.9102564102564102,0.9186602870813397
8727508,1.0,1.0
8746817,0.967948717948718,0.9904306220095693
8749441,0.9872611464968153,1.0
8757715,0.5705128205128205,0.583732057416268
8777574,1.0,1.0
8805917,1.0,1.0
8841464,0.2356687898089172,0.25
8851146,1.0,1.0
8874028,0.2356687898089172,0.25
8894882,0.0,0.0
8918673,0.910828025477707,0.9471153846153846
8919450,1.0,1.0
8955082,1.0,1.0
8957757,1.0,1.0
8964006,1.0,1.0
9001160,0.75,0.7511961722488039
9018710,1.0,1.0
9024974,0.9936305732484076,1.0
9062366,0.9038461538461539,0.8995215311004785
9065156,0.910828025477707,0.9471153846153846
9067756,0.9551282051282052,0.9712918660287081
9122164,1.0,1.0
9122181,1.0,1.0
9122839,0.5923566878980892,0.5961538461538461
9133897,1.0,1.0
9158110,0.9423076923076923,0.8995215311004785
9163279,1.0,1.0
9194511,0.49044585987261147,0.4807692307692308
9197448,1.0,1.0
9204655,0.9487179487179487,0.9473684210526315
9233035,0.9551282051282052,0.9186602870813397
9242797,0.21794871794871795,0.20095693779904306
9317633,1.0,1.0
9374290,1.0,1.0
9450284,1.0,0.9952153110047847
9487164,1.0,1.0
9489731,0.9808917197452229,0.9807692307692307
9535857,1.0,1.0
9561339,0.7756410256410257,0.7751196172248804
